primary_key,Codes,livestock,year,quantity
13712,112031320,Rabbits,1999,156
13713,112031320,Rabbits,2009,169
13714,112031321,Cattle,1989,125
13715,112031321,Cattle,1999,49
13716,112031321,Cattle,2009,69
13717,112031321,Pigs,1989,47
13718,112031321,Pigs,1999,27
13719,112031321,Pigs,2009,9
13720,112031321,Sheep,1989,31
13721,112031321,Sheep,1999,41
13722,112031321,Sheep,2009,125
13723,112031321,Goats,1989,3
13724,112031321,Goats,1999,- -
13725,112031321,Goats,2009,- -
13726,112031321,Equidae,1989,- -
13727,112031321,Equidae,1999,- -
13728,112031321,Equidae,2009,- -
13729,112031321,Poultry,1989,631
13730,112031321,Poultry,1999,744
13731,112031321,Poultry,2009,384
13732,112031321,Rabbits,1989,77
13733,112031321,Rabbits,1999,322
13734,112031321,Rabbits,2009,62
13735,112031322,Cattle,1989,142
13736,112031322,Cattle,1999,161
13737,112031322,Cattle,2009,107
13738,112031322,Pigs,1989,45
13739,112031322,Pigs,1999,26
13740,112031322,Pigs,2009,3
13741,112031322,Sheep,1989,19
13742,112031322,Sheep,1999,- -
13743,112031322,Sheep,2009,5
13744,112031322,Goats,1989,- -
13745,112031322,Goats,1999,- -
13746,112031322,Goats,2009,- -
13747,112031322,Equidae,1989,7
13748,112031322,Equidae,1999,5
13749,112031322,Equidae,2009,4
13750,112031322,Poultry,1989,305
13751,112031322,Poultry,1999,237
13752,112031322,Poultry,2009,162
13753,112031322,Rabbits,1989,- -
13754,112031322,Rabbits,1999,- -
13755,112031322,Rabbits,2009,27
13756,112031323,Cattle,1989,339
13757,112031323,Cattle,1999,215
13758,112031323,Cattle,2009,111
13759,112031323,Pigs,1989,263
13760,112031323,Pigs,1999,345
13761,112031323,Pigs,2009,187
13762,112031323,Sheep,1989,123
13763,112031323,Sheep,1999,278
13764,112031323,Sheep,2009,243
13765,112031323,Goats,1989,27
13766,112031323,Goats,1999,62
13767,112031323,Goats,2009,30
13768,112031323,Equidae,1989,11
13769,112031323,Equidae,1999,9
13770,112031323,Equidae,2009,16
13771,112031323,Poultry,1989,2492
13772,112031323,Poultry,1999,1217
13773,112031323,Poultry,2009,895
13774,112031323,Rabbits,1989,227
13775,112031323,Rabbits,1999,282
13776,112031323,Rabbits,2009,307
13777,112031324,Cattle,1989,98
13778,112031324,Cattle,1999,72
13779,112031324,Cattle,2009,82
13780,112031324,Pigs,1989,24
13781,112031324,Pigs,1999,13
13782,112031324,Pigs,2009,1
13783,112031324,Sheep,1989,5
13784,112031324,Sheep,1999,55
13785,112031324,Sheep,2009,67
13786,112031324,Goats,1989,- -
13787,112031324,Goats,1999,- -
13788,112031324,Goats,2009,- -
13789,112031324,Equidae,1989,- -
13790,112031324,Equidae,1999,- -
13791,112031324,Equidae,2009,5
13792,112031324,Poultry,1989,758
13793,112031324,Poultry,1999,709
13794,112031324,Poultry,2009,788
13795,112031324,Rabbits,1989,74
13796,112031324,Rabbits,1999,98
13797,112031324,Rabbits,2009,57
13798,112031325,Cattle,1989,100
13799,112031325,Cattle,1999,84
13800,112031325,Cattle,2009,39
13801,112031325,Pigs,1989,42
13802,112031325,Pigs,1999,31
13803,112031325,Pigs,2009,3
13804,112031325,Sheep,1989,38
13805,112031325,Sheep,1999,- -
13806,112031325,Sheep,2009,56
13807,112031325,Goats,1989,- -
13808,112031325,Goats,1999,- -
13809,112031325,Goats,2009,21
13810,112031325,Equidae,1989,- -
13811,112031325,Equidae,1999,- -
13812,112031325,Equidae,2009,1
13813,112031325,Poultry,1989,941
13814,112031325,Poultry,1999,551
13815,112031325,Poultry,2009,380
13816,112031325,Rabbits,1989,53
13817,112031325,Rabbits,1999,120
13818,112031325,Rabbits,2009,93
13819,112031326,Cattle,1989,123
13820,112031326,Cattle,1999,153
13821,112031326,Cattle,2009,195
13822,112031326,Pigs,1989,26
13823,112031326,Pigs,1999,7
13824,112031326,Pigs,2009,7
13825,112031326,Sheep,1989,68
13826,112031326,Sheep,1999,152
13827,112031326,Sheep,2009,127
13828,112031326,Goats,1989,- -
13829,112031326,Goats,1999,- -
13830,112031326,Goats,2009,293
13831,112031326,Equidae,1989,8
13832,112031326,Equidae,1999,- -
13833,112031326,Equidae,2009,10
13834,112031326,Poultry,1989,1201
13835,112031326,Poultry,1999,618
13836,112031326,Poultry,2009,381
13837,112031326,Rabbits,1989,67
13838,112031326,Rabbits,1999,150
13839,112031326,Rabbits,2009,104
13840,112031327,Cattle,1989,89
13841,112031327,Cattle,1999,33
13842,112031327,Cattle,2009,54
13843,112031327,Pigs,1989,46
13844,112031327,Pigs,1999,18
13845,112031327,Pigs,2009,21
13846,112031327,Sheep,1989,27
13847,112031327,Sheep,1999,- -
13848,112031327,Sheep,2009,54
13849,112031327,Goats,1989,- -
13850,112031327,Goats,1999,- -
13851,112031327,Goats,2009,5
13852,112031327,Equidae,1989,8
13853,112031327,Equidae,1999,- -
13854,112031327,Equidae,2009,11
13855,112031327,Poultry,1989,842
13856,112031327,Poultry,1999,378
13857,112031327,Poultry,2009,394
13858,112031327,Rabbits,1989,44
13859,112031327,Rabbits,1999,36
13860,112031327,Rabbits,2009,54
13861,112031328,Cattle,1989,245
13862,112031328,Cattle,1999,95
13863,112031328,Cattle,2009,126
13864,112031328,Pigs,1989,233
13865,112031328,Pigs,1999,88
13866,112031328,Pigs,2009,21
13867,112031328,Sheep,1989,108
13868,112031328,Sheep,1999,115
13869,112031328,Sheep,2009,197
13870,112031328,Goats,1989,97
13871,112031328,Goats,1999,11
13872,112031328,Goats,2009,70
13873,112031328,Equidae,1989,3
13874,112031328,Equidae,1999,- -
13875,112031328,Equidae,2009,5
13876,112031328,Poultry,1989,2857
13877,112031328,Poultry,1999,1658
13878,112031328,Poultry,2009,807
13879,112031328,Rabbits,1989,494
13880,112031328,Rabbits,1999,392
13881,112031328,Rabbits,2009,122
13882,112031329,Cattle,1989,76
13883,112031329,Cattle,1999,40
13884,112031329,Cattle,2009,40
13885,112031329,Pigs,1989,97
13886,112031329,Pigs,1999,52
13887,112031329,Pigs,2009,34
13888,112031329,Sheep,1989,22
13889,112031329,Sheep,1999,16
13890,112031329,Sheep,2009,98
13891,112031329,Goats,1989,4
13892,112031329,Goats,1999,- -
13893,112031329,Goats,2009,- -
13894,112031329,Equidae,1989,5
13895,112031329,Equidae,1999,- -
13896,112031329,Equidae,2009,7
13897,112031329,Poultry,1989,898
13898,112031329,Poultry,1999,642
13899,112031329,Poultry,2009,463
13900,112031329,Rabbits,1989,43
13901,112031329,Rabbits,1999,163
13902,112031329,Rabbits,2009,101
13903,112031330,Cattle,1989,126
13904,112031330,Cattle,1999,91
13905,112031330,Cattle,2009,45
13906,112031330,Pigs,1989,41
13907,112031330,Pigs,1999,17
13908,112031330,Pigs,2009,15
13909,112031330,Sheep,1989,11
13910,112031330,Sheep,1999,185
13911,112031330,Sheep,2009,302
13912,112031330,Goats,1989,28
13913,112031330,Goats,1999,- -
13914,112031330,Goats,2009,31
13915,112031330,Equidae,1989,- -
13916,112031330,Equidae,1999,21
13917,112031330,Equidae,2009,7
13918,112031330,Poultry,1989,1070
13919,112031330,Poultry,1999,726
13920,112031330,Poultry,2009,662
13921,112031330,Rabbits,1989,51
13922,112031330,Rabbits,1999,88
13923,112031330,Rabbits,2009,199
13924,112031331,Cattle,1989,189
13925,112031331,Cattle,1999,167
13926,112031331,Cattle,2009,39
13927,112031331,Pigs,1989,51
13928,112031331,Pigs,1999,44
13929,112031331,Pigs,2009,1
13930,112031331,Sheep,1989,19
13931,112031331,Sheep,1999,44
13932,112031331,Sheep,2009,66
13933,112031331,Goats,1989,- -
13934,112031331,Goats,1999,- -
13935,112031331,Goats,2009,- -
13936,112031331,Equidae,1989,4
13937,112031331,Equidae,1999,- -
13938,112031331,Equidae,2009,- -
13939,112031331,Poultry,1989,1510
13940,112031331,Poultry,1999,1202
13941,112031331,Poultry,2009,790
13942,112031331,Rabbits,1989,93
13943,112031331,Rabbits,1999,137
13944,112031331,Rabbits,2009,174
13945,112031332,Cattle,1989,60
13946,112031332,Cattle,1999,27
13947,112031332,Cattle,2009,15
13948,112031332,Pigs,1989,82
13949,112031332,Pigs,1999,40
13950,112031332,Pigs,2009,8
13951,112031332,Sheep,1989,62
13952,112031332,Sheep,1999,31
13953,112031332,Sheep,2009,4
13954,112031332,Goats,1989,- -
13955,112031332,Goats,1999,- -
13956,112031332,Goats,2009,14
13957,112031332,Equidae,1989,- -
13958,112031332,Equidae,1999,- -
13959,112031332,Equidae,2009,2
13960,112031332,Poultry,1989,456
13961,112031332,Poultry,1999,377
13962,112031332,Poultry,2009,145
13963,112031332,Rabbits,1989,16
13964,112031332,Rabbits,1999,42
13965,112031332,Rabbits,2009,24
13966,112031333,Cattle,1989,131
13967,112031333,Cattle,1999,50
13968,112031333,Cattle,2009,25
13969,112031333,Pigs,1989,190
13970,112031333,Pigs,1999,123
13971,112031333,Pigs,2009,39
13972,112031333,Sheep,1989,120
13973,112031333,Sheep,1999,73
13974,112031333,Sheep,2009,74
13975,112031333,Goats,1989,86
13976,112031333,Goats,1999,73
13977,112031333,Goats,2009,82
13978,112031333,Equidae,1989,23
13979,112031333,Equidae,1999,10
13980,112031333,Equidae,2009,2
13981,112031333,Poultry,1989,1346
13982,112031333,Poultry,1999,792
13983,112031333,Poultry,2009,538
13984,112031333,Rabbits,1989,160
13985,112031333,Rabbits,1999,54
13986,112031333,Rabbits,2009,119
13987,112031334,Cattle,1989,80
13988,112031334,Cattle,1999,59
13989,112031334,Cattle,2009,43
13990,112031334,Pigs,1989,35
13991,112031334,Pigs,1999,12
13992,112031334,Pigs,2009,12
13993,112031334,Sheep,1989,14
13994,112031334,Sheep,1999,5
13995,112031334,Sheep,2009,63
13996,112031334,Goats,1989,- -
13997,112031334,Goats,1999,- -
13998,112031334,Goats,2009,3
13999,112031334,Equidae,1989,- -
14000,112031334,Equidae,1999,4
14001,112031334,Equidae,2009,4
14002,112031334,Poultry,1989,598
14003,112031334,Poultry,1999,417
14004,112031334,Poultry,2009,436
14005,112031334,Rabbits,1989,22
14006,112031334,Rabbits,1999,80
14007,112031334,Rabbits,2009,161
14008,112031335,Cattle,1989,336
14009,112031335,Cattle,1999,352
14010,112031335,Cattle,2009,82
14011,112031335,Pigs,1989,114
14012,112031335,Pigs,1999,57
14013,112031335,Pigs,2009,12
14014,112031335,Sheep,1989,15
14015,112031335,Sheep,1999,14
14016,112031335,Sheep,2009,120
14017,112031335,Goats,1989,- -
14018,112031335,Goats,1999,- -
14019,112031335,Goats,2009,4
14020,112031335,Equidae,1989,3
14021,112031335,Equidae,1999,- -
14022,112031335,Equidae,2009,1
14023,112031335,Poultry,1989,1510
14024,112031335,Poultry,1999,1139
14025,112031335,Poultry,2009,619
14026,112031335,Rabbits,1989,26
14027,112031335,Rabbits,1999,194
14028,112031335,Rabbits,2009,122
14029,112031336,Cattle,1989,130
14030,112031336,Cattle,1999,64
14031,112031336,Cattle,2009,58
14032,112031336,Pigs,1989,95
14033,112031336,Pigs,1999,11
14034,112031336,Pigs,2009,18
14035,112031336,Sheep,1989,- -
14036,112031336,Sheep,1999,22
14037,112031336,Sheep,2009,53
14038,112031336,Goats,1989,- -
14039,112031336,Goats,1999,- -
14040,112031336,Goats,2009,- -
14041,112031336,Equidae,1989,3
14042,112031336,Equidae,1999,- -
14043,112031336,Equidae,2009,6
14044,112031336,Poultry,1989,1577
14045,112031336,Poultry,1999,970
14046,112031336,Poultry,2009,560
14047,112031336,Rabbits,1989,145
14048,112031336,Rabbits,1999,96
14049,112031336,Rabbits,2009,88
14050,112031337,Cattle,1989,95
14051,112031337,Cattle,1999,37
14052,112031337,Cattle,2009,47
14053,112031337,Pigs,1989,124
14054,112031337,Pigs,1999,29
14055,112031337,Pigs,2009,6
14056,112031337,Sheep,1989,22
14057,112031337,Sheep,1999,- -
14058,112031337,Sheep,2009,118
14059,112031337,Goats,1989,43
14060,112031337,Goats,1999,- -
14061,112031337,Goats,2009,7
14062,112031337,Equidae,1989,- -
14063,112031337,Equidae,1999,- -
14064,112031337,Equidae,2009,6
14065,112031337,Poultry,1989,8063
14066,112031337,Poultry,1999,702
14067,112031337,Poultry,2009,388
14068,112031337,Rabbits,1989,51
14069,112031337,Rabbits,1999,63
14070,112031337,Rabbits,2009,57
14071,112031338,Cattle,1989,50
14072,112031338,Cattle,1999,25
14073,112031338,Cattle,2009,10
14074,112031338,Pigs,1989,15
14075,112031338,Pigs,1999,24
14076,112031338,Pigs,2009,3
14077,112031338,Sheep,1989,13
14078,112031338,Sheep,1999,19
14079,112031338,Sheep,2009,64
14080,112031338,Goats,1989,5
14081,112031338,Goats,1999,- -
14082,112031338,Goats,2009,21
14083,112031338,Equidae,1989,- -
14084,112031338,Equidae,1999,- -
14085,112031338,Equidae,2009,2
14086,112031338,Poultry,1989,560
14087,112031338,Poultry,1999,237
14088,112031338,Poultry,2009,283
14089,112031338,Rabbits,1989,32
14090,112031338,Rabbits,1999,71
14091,112031338,Rabbits,2009,116
14092,112031339,Cattle,1989,212
14093,112031339,Cattle,1999,109
14094,112031339,Cattle,2009,77
14095,112031339,Pigs,1989,110
14096,112031339,Pigs,1999,99
14097,112031339,Pigs,2009,20
14098,112031339,Sheep,1989,84
14099,112031339,Sheep,1999,88
14100,112031339,Sheep,2009,77
14101,112031339,Goats,1989,27
14102,112031339,Goats,1999,10
14103,112031339,Goats,2009,7
14104,112031339,Equidae,1989,- -
14105,112031339,Equidae,1999,- -
14106,112031339,Equidae,2009,1
14107,112031339,Poultry,1989,1547
14108,112031339,Poultry,1999,1020
14109,112031339,Poultry,2009,676
14110,112031339,Rabbits,1989,182
14111,112031339,Rabbits,1999,286
14112,112031339,Rabbits,2009,151
14113,112031340,Cattle,1989,157
14114,112031340,Cattle,1999,18
14115,112031340,Cattle,2009,2
14116,112031340,Pigs,1989,12
14117,112031340,Pigs,1999,4
14118,112031340,Pigs,2009,1
14119,112031340,Sheep,1989,- -
14120,112031340,Sheep,1999,88
14121,112031340,Sheep,2009,10
14122,112031340,Goats,1989,- -
14123,112031340,Goats,1999,- -
14124,112031340,Goats,2009,- -
14125,112031340,Equidae,1989,- -
14126,112031340,Equidae,1999,- -
14127,112031340,Equidae,2009,2
14128,112031340,Poultry,1989,470
14129,112031340,Poultry,1999,231
14130,112031340,Poultry,2009,116
14131,112031340,Rabbits,1989,22
14132,112031340,Rabbits,1999,71
14133,112031340,Rabbits,2009,6
14134,112031341,Cattle,1989,123
14135,112031341,Cattle,1999,59
14136,112031341,Cattle,2009,30
14137,112031341,Pigs,1989,128
14138,112031341,Pigs,1999,100
14139,112031341,Pigs,2009,22
14140,112031341,Sheep,1989,7
14141,112031341,Sheep,1999,17
14142,112031341,Sheep,2009,16
14143,112031341,Goats,1989,11
14144,112031341,Goats,1999,- -
14145,112031341,Goats,2009,1
14146,112031341,Equidae,1989,- -
14147,112031341,Equidae,1999,- -
14148,112031341,Equidae,2009,3
14149,112031341,Poultry,1989,918
14150,112031341,Poultry,1999,611
14151,112031341,Poultry,2009,724
14152,112031341,Rabbits,1989,44
14153,112031341,Rabbits,1999,97
14154,112031341,Rabbits,2009,109
14155,112031342,Cattle,1989,322
14156,112031342,Cattle,1999,153
14157,112031342,Cattle,2009,126
14158,112031342,Pigs,1989,94
14159,112031342,Pigs,1999,51
14160,112031342,Pigs,2009,23
14161,112031342,Sheep,1989,107
14162,112031342,Sheep,1999,142
14163,112031342,Sheep,2009,286
14164,112031342,Goats,1989,12
14165,112031342,Goats,1999,- -
14166,112031342,Goats,2009,279
14167,112031342,Equidae,1989,17
14168,112031342,Equidae,1999,5
14169,112031342,Equidae,2009,24
14170,112031342,Poultry,1989,2705
14171,112031342,Poultry,1999,1509
14172,112031342,Poultry,2009,1441
14173,112031342,Rabbits,1989,203
14174,112031342,Rabbits,1999,256
14175,112031342,Rabbits,2009,10138
14176,112031343,Cattle,1989,123
14177,112031343,Cattle,1999,61
14178,112031343,Cattle,2009,40
14179,112031343,Pigs,1989,118
14180,112031343,Pigs,1999,63
14181,112031343,Pigs,2009,69
14182,112031343,Sheep,1989,13
14183,112031343,Sheep,1999,82
14184,112031343,Sheep,2009,77
14185,112031343,Goats,1989,62
14186,112031343,Goats,1999,- -
14187,112031343,Goats,2009,12
14188,112031343,Equidae,1989,- -
14189,112031343,Equidae,1999,- -
14190,112031343,Equidae,2009,1
14191,112031343,Poultry,1989,851
14192,112031343,Poultry,1999,653
14193,112031343,Poultry,2009,401
14194,112031343,Rabbits,1989,36
14195,112031343,Rabbits,1999,90
14196,112031343,Rabbits,2009,110
14197,112031344,Cattle,1989,68
14198,112031344,Cattle,1999,53
14199,112031344,Cattle,2009,66
14200,112031344,Pigs,1989,143
14201,112031344,Pigs,1999,118
14202,112031344,Pigs,2009,41
14203,112031344,Sheep,1989,242
14204,112031344,Sheep,1999,95
14205,112031344,Sheep,2009,76
14206,112031344,Goats,1989,118
14207,112031344,Goats,1999,73
14208,112031344,Goats,2009,9
14209,112031344,Equidae,1989,6
14210,112031344,Equidae,1999,- -
14211,112031344,Equidae,2009,6
14212,112031344,Poultry,1989,1593
14213,112031344,Poultry,1999,875
14214,112031344,Poultry,2009,761
14215,112031344,Rabbits,1989,74
14216,112031344,Rabbits,1999,177
14217,112031344,Rabbits,2009,93
14218,112031345,Cattle,1989,229
14219,112031345,Cattle,1999,138
14220,112031345,Cattle,2009,133
14221,112031345,Pigs,1989,38
14222,112031345,Pigs,1999,19
14223,112031345,Pigs,2009,6
14224,112031345,Sheep,1989,- -
14225,112031345,Sheep,1999,150
14226,112031345,Sheep,2009,114
14227,112031345,Goats,1989,- -
14228,112031345,Goats,1999,- -
14229,112031345,Goats,2009,14
14230,112031345,Equidae,1989,- -
14231,112031345,Equidae,1999,6
14232,112031345,Equidae,2009,6
14233,112031345,Poultry,1989,1248
14234,112031345,Poultry,1999,1236
14235,112031345,Poultry,2009,825
14236,112031345,Rabbits,1989,82
14237,112031345,Rabbits,1999,279
14238,112031345,Rabbits,2009,268
14239,112031346,Cattle,1989,159
14240,112031346,Cattle,1999,277
14241,112031346,Cattle,2009,26
14242,112031346,Pigs,1989,16
14243,112031346,Pigs,1999,6
14244,112031346,Pigs,2009,1
14245,112031346,Sheep,1989,5
14246,112031346,Sheep,1999,12
14247,112031346,Sheep,2009,119
14248,112031346,Goats,1989,- -
14249,112031346,Goats,1999,- -
14250,112031346,Goats,2009,- -
14251,112031346,Equidae,1989,- -
14252,112031346,Equidae,1999,- -
14253,112031346,Equidae,2009,2
14254,112031346,Poultry,1989,759
14255,112031346,Poultry,1999,396
14256,112031346,Poultry,2009,344
14257,112031346,Rabbits,1989,112
14258,112031346,Rabbits,1999,228
14259,112031346,Rabbits,2009,88
14260,112031347,Cattle,1989,74
14261,112031347,Cattle,1999,110
14262,112031347,Cattle,2009,60
14263,112031347,Pigs,1989,106
14264,112031347,Pigs,1999,55
14265,112031347,Pigs,2009,13
14266,112031347,Sheep,1989,49
14267,112031347,Sheep,1999,23
14268,112031347,Sheep,2009,52
14269,112031347,Goats,1989,5
14270,112031347,Goats,1999,- -
14271,112031347,Goats,2009,33
14272,112031347,Equidae,1989,- -
14273,112031347,Equidae,1999,- -
14274,112031347,Equidae,2009,- -
14275,112031347,Poultry,1989,919
14276,112031347,Poultry,1999,684
14277,112031347,Poultry,2009,321
14278,112031347,Rabbits,1989,41
14279,112031347,Rabbits,1999,51
14280,112031347,Rabbits,2009,89
14281,112031348,Cattle,1989,190
14282,112031348,Cattle,1999,97
14283,112031348,Cattle,2009,35
14284,112031348,Pigs,1989,276
14285,112031348,Pigs,1999,189
14286,112031348,Pigs,2009,105
14287,112031348,Sheep,1989,29
14288,112031348,Sheep,1999,45
14289,112031348,Sheep,2009,29
14290,112031348,Goats,1989,56
14291,112031348,Goats,1999,62
14292,112031348,Goats,2009,20
14293,112031348,Equidae,1989,- -
14294,112031348,Equidae,1999,- -
14295,112031348,Equidae,2009,3
14296,112031348,Poultry,1989,1791
14297,112031348,Poultry,1999,1145
14298,112031348,Poultry,2009,831
14299,112031348,Rabbits,1989,184
14300,112031348,Rabbits,1999,364
14301,112031348,Rabbits,2009,166
14302,112031349,Cattle,1989,119
14303,112031349,Cattle,1999,102
14304,112031349,Cattle,2009,50
14305,112031349,Pigs,1989,115
14306,112031349,Pigs,1999,38
14307,112031349,Pigs,2009,40
14308,112031349,Sheep,1989,41
14309,112031349,Sheep,1999,48
14310,112031349,Sheep,2009,60
14311,112031349,Goats,1989,14
14312,112031349,Goats,1999,- -
14313,112031349,Goats,2009,- -
14314,112031349,Equidae,1989,- -
14315,112031349,Equidae,1999,- -
14316,112031349,Equidae,2009,4
14317,112031349,Poultry,1989,776
14318,112031349,Poultry,1999,516
14319,112031349,Poultry,2009,881
14320,112031349,Rabbits,1989,57
14321,112031349,Rabbits,1999,74
14322,112031349,Rabbits,2009,147
14323,112031350,Cattle,1989,285
14324,112031350,Cattle,1999,151
14325,112031350,Cattle,2009,92
14326,112031350,Pigs,1989,164
14327,112031350,Pigs,1999,67
14328,112031350,Pigs,2009,36
14329,112031350,Sheep,1989,51
14330,112031350,Sheep,1999,91
14331,112031350,Sheep,2009,33
14332,112031350,Goats,1989,23
14333,112031350,Goats,1999,- -
14334,112031350,Goats,2009,16
14335,112031350,Equidae,1989,6
14336,112031350,Equidae,1999,3
14337,112031350,Equidae,2009,5
14338,112031350,Poultry,1989,1816
14339,112031350,Poultry,1999,1462
14340,112031350,Poultry,2009,879
14341,112031350,Rabbits,1989,67
14342,112031350,Rabbits,1999,146
14343,112031350,Rabbits,2009,51
14344,112031351,Cattle,1989,75
14345,112031351,Cattle,1999,36
14346,112031351,Cattle,2009,22
14347,112031351,Pigs,1989,55
14348,112031351,Pigs,1999,30
14349,112031351,Pigs,2009,5
14350,112031351,Sheep,1989,43
14351,112031351,Sheep,1999,4
14352,112031351,Sheep,2009,8
14353,112031351,Goats,1989,85
14354,112031351,Goats,1999,- -
14355,112031351,Goats,2009,167
14356,112031351,Equidae,1989,- -
14357,112031351,Equidae,1999,- -
14358,112031351,Equidae,2009,- -
14359,112031351,Poultry,1989,429
14360,112031351,Poultry,1999,497
14361,112031351,Poultry,2009,198
14362,112031351,Rabbits,1989,27
14363,112031351,Rabbits,1999,21
14364,112031351,Rabbits,2009,21
14365,112031352,Cattle,1989,342
14366,112031352,Cattle,1999,322
14367,112031352,Cattle,2009,308
14368,112031352,Pigs,1989,114
14369,112031352,Pigs,1999,52
14370,112031352,Pigs,2009,16
14371,112031352,Sheep,1989,61
14372,112031352,Sheep,1999,103
14373,112031352,Sheep,2009,57
14374,112031352,Goats,1989,42
14375,112031352,Goats,1999,- -
14376,112031352,Goats,2009,14
14377,112031352,Equidae,1989,- -
14378,112031352,Equidae,1999,4
14379,112031352,Equidae,2009,14
14380,112031352,Poultry,1989,2744
14381,112031352,Poultry,1999,1248
14382,112031352,Poultry,2009,929
14383,112031352,Rabbits,1989,159
14384,112031352,Rabbits,1999,276
14385,112031352,Rabbits,2009,277
14386,112031353,Cattle,1989,63
14387,112031353,Cattle,1999,43
14388,112031353,Cattle,2009,25
14389,112031353,Pigs,1989,104
14390,112031353,Pigs,1999,42
14391,112031353,Pigs,2009,17
14392,112031353,Sheep,1989,10
14393,112031353,Sheep,1999,- -
14394,112031353,Sheep,2009,46
14395,112031353,Goats,1989,- -
14396,112031353,Goats,1999,- -
14397,112031353,Goats,2009,2
14398,112031353,Equidae,1989,- -
14399,112031353,Equidae,1999,- -
14400,112031353,Equidae,2009,6
14401,112031353,Poultry,1989,770
14402,112031353,Poultry,1999,809
14403,112031353,Poultry,2009,476
14404,112031353,Rabbits,1989,22
14405,112031353,Rabbits,1999,94
14406,112031353,Rabbits,2009,164
14407,112031354,Cattle,1989,171
14408,112031354,Cattle,1999,217
14409,112031354,Cattle,2009,171
14410,112031354,Pigs,1989,97
14411,112031354,Pigs,1999,48
14412,112031354,Pigs,2009,18
14413,112031354,Sheep,1989,36
14414,112031354,Sheep,1999,88
14415,112031354,Sheep,2009,108
14416,112031354,Goats,1989,15
14417,112031354,Goats,1999,- -
14418,112031354,Goats,2009,- -
14419,112031354,Equidae,1989,- -
14420,112031354,Equidae,1999,- -
14421,112031354,Equidae,2009,4
14422,112031354,Poultry,1989,1620
14423,112031354,Poultry,1999,1072
14424,112031354,Poultry,2009,539
14425,112031354,Rabbits,1989,115
14426,112031354,Rabbits,1999,125
14427,112031354,Rabbits,2009,97
14428,112031355,Cattle,1989,387
14429,112031355,Cattle,1999,337
14430,112031355,Cattle,2009,183
14431,112031355,Pigs,1989,134
14432,112031355,Pigs,1999,168
14433,112031355,Pigs,2009,42
14434,112031355,Sheep,1989,370
14435,112031355,Sheep,1999,464
14436,112031355,Sheep,2009,248
14437,112031355,Goats,1989,285
14438,112031355,Goats,1999,229
14439,112031355,Goats,2009,282
14440,112031355,Equidae,1989,7
14441,112031355,Equidae,1999,- -
14442,112031355,Equidae,2009,5
14443,112031355,Poultry,1989,1854
14444,112031355,Poultry,1999,1639
14445,112031355,Poultry,2009,1175
14446,112031355,Rabbits,1989,59
14447,112031355,Rabbits,1999,324
14448,112031355,Rabbits,2009,168
14449,112031356,Cattle,1989,104
14450,112031356,Cattle,1999,57
14451,112031356,Cattle,2009,20
14452,112031356,Pigs,1989,22
14453,112031356,Pigs,1999,7
14454,112031356,Pigs,2009,13
14455,112031356,Sheep,1989,81
14456,112031356,Sheep,1999,60
14457,112031356,Sheep,2009,84
14458,112031356,Goats,1989,32
14459,112031356,Goats,1999,16
14460,112031356,Goats,2009,45
14461,112031356,Equidae,1989,- -
14462,112031356,Equidae,1999,- -
14463,112031356,Equidae,2009,10
14464,112031356,Poultry,1989,693
14465,112031356,Poultry,1999,400
14466,112031356,Poultry,2009,491
14467,112031356,Rabbits,1989,21
14468,112031356,Rabbits,1999,147
14469,112031356,Rabbits,2009,144
14470,112031357,Cattle,1989,136
14471,112031357,Cattle,1999,28
14472,112031357,Cattle,2009,16
14473,112031357,Pigs,1989,50
14474,112031357,Pigs,1999,38
14475,112031357,Pigs,2009,6
14476,112031357,Sheep,1989,- -
14477,112031357,Sheep,1999,17
14478,112031357,Sheep,2009,- -
14479,112031357,Goats,1989,- -
14480,112031357,Goats,1999,- -
14481,112031357,Goats,2009,2
14482,112031357,Equidae,1989,- -
14483,112031357,Equidae,1999,- -
14484,112031357,Equidae,2009,1
14485,112031357,Poultry,1989,981
14486,112031357,Poultry,1999,701
14487,112031357,Poultry,2009,347
14488,112031357,Rabbits,1989,81
14489,112031357,Rabbits,1999,213
14490,112031357,Rabbits,2009,55
14491,112031358,Cattle,1989,53
14492,112031358,Cattle,1999,18
14493,112031358,Cattle,2009,5
14494,112031358,Pigs,1989,64
14495,112031358,Pigs,1999,28
14496,112031358,Pigs,2009,8
14497,112031358,Sheep,1989,- -
14498,112031358,Sheep,1999,18
14499,112031358,Sheep,2009,10
14500,112031358,Goats,1989,- -
14501,112031358,Goats,1999,- -
14502,112031358,Goats,2009,2
14503,112031358,Equidae,1989,- -
14504,112031358,Equidae,1999,- -
14505,112031358,Equidae,2009,- -
14506,112031358,Poultry,1989,688
14507,112031358,Poultry,1999,261
14508,112031358,Poultry,2009,198
14509,112031358,Rabbits,1989,36
14510,112031358,Rabbits,1999,19
14511,112031358,Rabbits,2009,56
14512,112031359,Cattle,1989,- -
14513,112031359,Cattle,1999,- -
14514,112031359,Cattle,2009,- -
14515,112031359,Pigs,1989,- -
14516,112031359,Pigs,1999,- -
14517,112031359,Pigs,2009,- -
14518,112031359,Sheep,1989,- -
14519,112031359,Sheep,1999,- -
14520,112031359,Sheep,2009,- -
14521,112031359,Goats,1989,- -
14522,112031359,Goats,1999,- -
14523,112031359,Goats,2009,- -
