primary_key,Codes,livestock,year,quantity
46948,118170339,Equidae,1989,145
46949,118170339,Equidae,1999,74
46950,118170339,Equidae,2009,36
46951,118170339,Poultry,1989,1285
46952,118170339,Poultry,1999,1229
46953,118170339,Poultry,2009,594
46954,118170339,Rabbits,1989,217
46955,118170339,Rabbits,1999,658
46956,118170339,Rabbits,2009,218
46957,118170340,Cattle,1989,138
46958,118170340,Cattle,1999,107
46959,118170340,Cattle,2009,60
46960,118170340,Pigs,1989,96
46961,118170340,Pigs,1999,110
46962,118170340,Pigs,2009,12
46963,118170340,Sheep,1989,272
46964,118170340,Sheep,1999,36
46965,118170340,Sheep,2009,35
46966,118170340,Goats,1989,169
46967,118170340,Goats,1999,12
46968,118170340,Goats,2009,4
46969,118170340,Equidae,1989,94
46970,118170340,Equidae,1999,62
46971,118170340,Equidae,2009,33
46972,118170340,Poultry,1989,664
46973,118170340,Poultry,1999,907
46974,118170340,Poultry,2009,268
46975,118170340,Rabbits,1989,151
46976,118170340,Rabbits,1999,541
46977,118170340,Rabbits,2009,228
46978,118170341,Cattle,1989,63
46979,118170341,Cattle,1999,29
46980,118170341,Cattle,2009,6
46981,118170341,Pigs,1989,52
46982,118170341,Pigs,1999,78
46983,118170341,Pigs,2009,24
46984,118170341,Sheep,1989,- -
46985,118170341,Sheep,1999,171
46986,118170341,Sheep,2009,82
46987,118170341,Goats,1989,- -
46988,118170341,Goats,1999,- -
46989,118170341,Goats,2009,- -
46990,118170341,Equidae,1989,73
46991,118170341,Equidae,1999,41
46992,118170341,Equidae,2009,12
46993,118170341,Poultry,1989,1820
46994,118170341,Poultry,1999,1353
46995,118170341,Poultry,2009,727
46996,118170341,Rabbits,1989,125
46997,118170341,Rabbits,1999,11325
46998,118170341,Rabbits,2009,9764
46999,118170342,Cattle,1989,22
47000,118170342,Cattle,1999,- -
47001,118170342,Cattle,2009,- -
47002,118170342,Pigs,1989,43
47003,118170342,Pigs,1999,23
47004,118170342,Pigs,2009,- -
47005,118170342,Sheep,1989,- -
47006,118170342,Sheep,1999,- -
47007,118170342,Sheep,2009,11
47008,118170342,Goats,1989,- -
47009,118170342,Goats,1999,- -
47010,118170342,Goats,2009,3
47011,118170342,Equidae,1989,4
47012,118170342,Equidae,1999,- -
47013,118170342,Equidae,2009,- -
47014,118170342,Poultry,1989,357
47015,118170342,Poultry,1999,358
47016,118170342,Poultry,2009,212
47017,118170342,Rabbits,1989,12
47018,118170342,Rabbits,1999,80
47019,118170342,Rabbits,2009,4436
47020,118170343,Cattle,1989,103
47021,118170343,Cattle,1999,114
47022,118170343,Cattle,2009,89
47023,118170343,Pigs,1989,180
47024,118170343,Pigs,1999,307
47025,118170343,Pigs,2009,168
47026,118170343,Sheep,1989,170
47027,118170343,Sheep,1999,111
47028,118170343,Sheep,2009,199
47029,118170343,Goats,1989,49
47030,118170343,Goats,1999,26
47031,118170343,Goats,2009,32
47032,118170343,Equidae,1989,97
47033,118170343,Equidae,1999,83
47034,118170343,Equidae,2009,39
47035,118170343,Poultry,1989,2156
47036,118170343,Poultry,1999,3697
47037,118170343,Poultry,2009,1666
47038,118170343,Rabbits,1989,43
47039,118170343,Rabbits,1999,819
47040,118170343,Rabbits,2009,139
47041,118170344,Cattle,1989,79
47042,118170344,Cattle,1999,17
47043,118170344,Cattle,2009,7
47044,118170344,Pigs,1989,111
47045,118170344,Pigs,1999,61
47046,118170344,Pigs,2009,27
47047,118170344,Sheep,1989,307
47048,118170344,Sheep,1999,490
47049,118170344,Sheep,2009,116
47050,118170344,Goats,1989,- -
47051,118170344,Goats,1999,8
47052,118170344,Goats,2009,22
47053,118170344,Equidae,1989,35
47054,118170344,Equidae,1999,26
47055,118170344,Equidae,2009,20
47056,118170344,Poultry,1989,742
47057,118170344,Poultry,1999,1113
47058,118170344,Poultry,2009,879
47059,118170344,Rabbits,1989,52
47060,118170344,Rabbits,1999,137
47061,118170344,Rabbits,2009,189
47062,118170345,Cattle,1989,102
47063,118170345,Cattle,1999,69
47064,118170345,Cattle,2009,96
47065,118170345,Pigs,1989,75
47066,118170345,Pigs,1999,50
47067,118170345,Pigs,2009,11
47068,118170345,Sheep,1989,691
47069,118170345,Sheep,1999,839
47070,118170345,Sheep,2009,- -
47071,118170345,Goats,1989,48
47072,118170345,Goats,1999,128
47073,118170345,Goats,2009,100
47074,118170345,Equidae,1989,152
47075,118170345,Equidae,1999,93
47076,118170345,Equidae,2009,34
47077,118170345,Poultry,1989,3620
47078,118170345,Poultry,1999,1820
47079,118170345,Poultry,2009,346
47080,118170345,Rabbits,1989,276
47081,118170345,Rabbits,1999,961
47082,118170345,Rabbits,2009,189
47083,118170346,Cattle,1989,27
47084,118170346,Cattle,1999,11
47085,118170346,Cattle,2009,9
47086,118170346,Pigs,1989,37
47087,118170346,Pigs,1999,156
47088,118170346,Pigs,2009,29
47089,118170346,Sheep,1989,- -
47090,118170346,Sheep,1999,- -
47091,118170346,Sheep,2009,82
47092,118170346,Goats,1989,14
47093,118170346,Goats,1999,- -
47094,118170346,Goats,2009,- -
47095,118170346,Equidae,1989,8
47096,118170346,Equidae,1999,8
47097,118170346,Equidae,2009,6
47098,118170346,Poultry,1989,611
47099,118170346,Poultry,1999,466
47100,118170346,Poultry,2009,141
47101,118170346,Rabbits,1989,28
47102,118170346,Rabbits,1999,193
47103,118170346,Rabbits,2009,14
47104,118170347,Cattle,1989,110
47105,118170347,Cattle,1999,47
47106,118170347,Cattle,2009,16
47107,118170347,Pigs,1989,41
47108,118170347,Pigs,1999,34
47109,118170347,Pigs,2009,8
47110,118170347,Sheep,1989,160
47111,118170347,Sheep,1999,202
47112,118170347,Sheep,2009,280
47113,118170347,Goats,1989,28
47114,118170347,Goats,1999,15
47115,118170347,Goats,2009,- -
47116,118170347,Equidae,1989,38
47117,118170347,Equidae,1999,28
47118,118170347,Equidae,2009,24
47119,118170347,Poultry,1989,471
47120,118170347,Poultry,1999,438
47121,118170347,Poultry,2009,446
47122,118170347,Rabbits,1989,65
47123,118170347,Rabbits,1999,107
47124,118170347,Rabbits,2009,81
47125,118170348,Cattle,1989,58
47126,118170348,Cattle,1999,9
47127,118170348,Cattle,2009,25
47128,118170348,Pigs,1989,51
47129,118170348,Pigs,1999,48
47130,118170348,Pigs,2009,- -
47131,118170348,Sheep,1989,- -
47132,118170348,Sheep,1999,- -
47133,118170348,Sheep,2009,21
47134,118170348,Goats,1989,15
47135,118170348,Goats,1999,- -
47136,118170348,Goats,2009,1
47137,118170348,Equidae,1989,86
47138,118170348,Equidae,1999,51
47139,118170348,Equidae,2009,21
47140,118170348,Poultry,1989,736
47141,118170348,Poultry,1999,997
47142,118170348,Poultry,2009,537
47143,118170348,Rabbits,1989,122
47144,118170348,Rabbits,1999,472
47145,118170348,Rabbits,2009,32
47146,118170349,Cattle,1989,64
47147,118170349,Cattle,1999,36
47148,118170349,Cattle,2009,5
47149,118170349,Pigs,1989,125
47150,118170349,Pigs,1999,119
47151,118170349,Pigs,2009,7
47152,118170349,Sheep,1989,122
47153,118170349,Sheep,1999,193
47154,118170349,Sheep,2009,10
47155,118170349,Goats,1989,20
47156,118170349,Goats,1999,8
47157,118170349,Goats,2009,160
47158,118170349,Equidae,1989,64
47159,118170349,Equidae,1999,42
47160,118170349,Equidae,2009,22
47161,118170349,Poultry,1989,3099
47162,118170349,Poultry,1999,5759
47163,118170349,Poultry,2009,2693
47164,118170349,Rabbits,1989,152
47165,118170349,Rabbits,1999,355
47166,118170349,Rabbits,2009,283
47167,118170350,Cattle,1989,60
47168,118170350,Cattle,1999,57
47169,118170350,Cattle,2009,3
47170,118170350,Pigs,1989,28
47171,118170350,Pigs,1999,17
47172,118170350,Pigs,2009,- -
47173,118170350,Sheep,1989,252
47174,118170350,Sheep,1999,- -
47175,118170350,Sheep,2009,160
47176,118170350,Goats,1989,35
47177,118170350,Goats,1999,- -
47178,118170350,Goats,2009,- -
47179,118170350,Equidae,1989,41
47180,118170350,Equidae,1999,17
47181,118170350,Equidae,2009,3
47182,118170350,Poultry,1989,722
47183,118170350,Poultry,1999,633
47184,118170350,Poultry,2009,52
47185,118170350,Rabbits,1989,84
47186,118170350,Rabbits,1999,120
47187,118170350,Rabbits,2009,6
47188,118170351,Cattle,1989,350
47189,118170351,Cattle,1999,164
47190,118170351,Cattle,2009,475
47191,118170351,Pigs,1989,183
47192,118170351,Pigs,1999,168
47193,118170351,Pigs,2009,15
47194,118170351,Sheep,1989,131
47195,118170351,Sheep,1999,515
47196,118170351,Sheep,2009,437
47197,118170351,Goats,1989,19
47198,118170351,Goats,1999,11
47199,118170351,Goats,2009,28
47200,118170351,Equidae,1989,111
47201,118170351,Equidae,1999,66
47202,118170351,Equidae,2009,38
47203,118170351,Poultry,1989,3271
47204,118170351,Poultry,1999,1740
47205,118170351,Poultry,2009,880
47206,118170351,Rabbits,1989,166
47207,118170351,Rabbits,1999,414
47208,118170351,Rabbits,2009,73
47209,118170352,Cattle,1989,- -
47210,118170352,Cattle,1999,- -
47211,118170352,Cattle,2009,2
47212,118170352,Pigs,1989,- -
47213,118170352,Pigs,1999,- -
47214,118170352,Pigs,2009,2
47215,118170352,Sheep,1989,- -
47216,118170352,Sheep,1999,- -
47217,118170352,Sheep,2009,- -
47218,118170352,Goats,1989,- -
47219,118170352,Goats,1999,- -
47220,118170352,Goats,2009,- -
47221,118170352,Equidae,1989,- -
47222,118170352,Equidae,1999,- -
47223,118170352,Equidae,2009,- -
47224,118170352,Poultry,1989,- -
47225,118170352,Poultry,1999,- -
47226,118170352,Poultry,2009,33
47227,118170352,Rabbits,1989,- -
47228,118170352,Rabbits,1999,- -
47229,118170352,Rabbits,2009,- -
47230,118170353,Cattle,1989,- -
47231,118170353,Cattle,1999,- -
47232,118170353,Cattle,2009,- -
47233,118170353,Pigs,1989,- -
47234,118170353,Pigs,1999,- -
47235,118170353,Pigs,2009,- -
47236,118170353,Sheep,1989,- -
47237,118170353,Sheep,1999,- -
47238,118170353,Sheep,2009,- -
47239,118170353,Goats,1989,- -
47240,118170353,Goats,1999,- -
47241,118170353,Goats,2009,- -
47242,118170353,Equidae,1989,- -
47243,118170353,Equidae,1999,- -
47244,118170353,Equidae,2009,- -
47245,118170353,Poultry,1989,- -
47246,118170353,Poultry,1999,- -
47247,118170353,Poultry,2009,- -
47248,118170353,Rabbits,1989,- -
47249,118170353,Rabbits,1999,- -
47250,118170353,Rabbits,2009,- -
47251,118170354,Cattle,1989,- -
47252,118170354,Cattle,1999,- -
47253,118170354,Cattle,2009,- -
47254,118170354,Pigs,1989,- -
47255,118170354,Pigs,1999,- -
47256,118170354,Pigs,2009,- -
47257,118170354,Sheep,1989,- -
47258,118170354,Sheep,1999,- -
47259,118170354,Sheep,2009,- -
47260,118170354,Goats,1989,- -
47261,118170354,Goats,1999,- -
47262,118170354,Goats,2009,- -
47263,118170354,Equidae,1989,- -
47264,118170354,Equidae,1999,- -
47265,118170354,Equidae,2009,- -
47266,118170354,Poultry,1989,- -
47267,118170354,Poultry,1999,- -
47268,118170354,Poultry,2009,- -
47269,118170354,Rabbits,1989,- -
47270,118170354,Rabbits,1999,- -
47271,118170354,Rabbits,2009,- -
47272,118170355,Cattle,1989,- -
47273,118170355,Cattle,1999,- -
47274,118170355,Cattle,2009,- -
47275,118170355,Pigs,1989,- -
47276,118170355,Pigs,1999,- -
47277,118170355,Pigs,2009,- -
47278,118170355,Sheep,1989,- -
47279,118170355,Sheep,1999,- -
47280,118170355,Sheep,2009,- -
47281,118170355,Goats,1989,- -
47282,118170355,Goats,1999,- -
47283,118170355,Goats,2009,- -
47284,118170355,Equidae,1989,- -
47285,118170355,Equidae,1999,- -
47286,118170355,Equidae,2009,- -
47287,118170355,Poultry,1989,- -
47288,118170355,Poultry,1999,- -
47289,118170355,Poultry,2009,- -
47290,118170355,Rabbits,1989,- -
47291,118170355,Rabbits,1999,- -
47292,118170355,Rabbits,2009,- -
47293,118170356,Cattle,1989,- -
47294,118170356,Cattle,1999,- -
47295,118170356,Cattle,2009,- -
47296,118170356,Pigs,1989,- -
47297,118170356,Pigs,1999,- -
47298,118170356,Pigs,2009,- -
47299,118170356,Sheep,1989,- -
47300,118170356,Sheep,1999,- -
47301,118170356,Sheep,2009,- -
47302,118170356,Goats,1989,- -
47303,118170356,Goats,1999,- -
47304,118170356,Goats,2009,- -
47305,118170356,Equidae,1989,- -
47306,118170356,Equidae,1999,- -
47307,118170356,Equidae,2009,- -
47308,118170356,Poultry,1989,- -
47309,118170356,Poultry,1999,- -
47310,118170356,Poultry,2009,- -
47311,118170356,Rabbits,1989,- -
47312,118170356,Rabbits,1999,- -
47313,118170356,Rabbits,2009,- -
47314,118170357,Cattle,1989,- -
47315,118170357,Cattle,1999,- -
47316,118170357,Cattle,2009,- -
47317,118170357,Pigs,1989,- -
47318,118170357,Pigs,1999,- -
47319,118170357,Pigs,2009,- -
47320,118170357,Sheep,1989,- -
47321,118170357,Sheep,1999,- -
47322,118170357,Sheep,2009,- -
47323,118170357,Goats,1989,- -
47324,118170357,Goats,1999,- -
47325,118170357,Goats,2009,- -
47326,118170357,Equidae,1989,- -
47327,118170357,Equidae,1999,- -
47328,118170357,Equidae,2009,- -
47329,118170357,Poultry,1989,- -
47330,118170357,Poultry,1999,- -
47331,118170357,Poultry,2009,- -
47332,118170357,Rabbits,1989,- -
47333,118170357,Rabbits,1999,- -
47334,118170357,Rabbits,2009,- -
47335,118170358,Cattle,1989,- -
47336,118170358,Cattle,1999,- -
47337,118170358,Cattle,2009,- -
47338,118170358,Pigs,1989,- -
47339,118170358,Pigs,1999,- -
47340,118170358,Pigs,2009,- -
47341,118170358,Sheep,1989,- -
47342,118170358,Sheep,1999,- -
47343,118170358,Sheep,2009,- -
47344,118170358,Goats,1989,- -
47345,118170358,Goats,1999,- -
47346,118170358,Goats,2009,- -
47347,118170358,Equidae,1989,- -
47348,118170358,Equidae,1999,- -
47349,118170358,Equidae,2009,- -
47350,118170358,Poultry,1989,- -
47351,118170358,Poultry,1999,- -
47352,118170358,Poultry,2009,- -
47353,118170358,Rabbits,1989,- -
47354,118170358,Rabbits,1999,- -
47355,118170358,Rabbits,2009,- -
47356,118170359,Cattle,1989,- -
47357,118170359,Cattle,1999,- -
47358,118170359,Cattle,2009,- -
47359,118170359,Pigs,1989,- -
47360,118170359,Pigs,1999,- -
47361,118170359,Pigs,2009,- -
47362,118170359,Sheep,1989,- -
47363,118170359,Sheep,1999,- -
47364,118170359,Sheep,2009,- -
47365,118170359,Goats,1989,- -
47366,118170359,Goats,1999,- -
47367,118170359,Goats,2009,- -
47368,118170359,Equidae,1989,- -
47369,118170359,Equidae,1999,- -
47370,118170359,Equidae,2009,- -
47371,118170359,Poultry,1989,- -
47372,118170359,Poultry,1999,- -
47373,118170359,Poultry,2009,- -
47374,118170359,Rabbits,1989,- -
47375,118170359,Rabbits,1999,- -
47376,118170359,Rabbits,2009,- -
47377,118170360,Cattle,1989,- -
47378,118170360,Cattle,1999,- -
47379,118170360,Cattle,2009,- -
47380,118170360,Pigs,1989,- -
47381,118170360,Pigs,1999,- -
47382,118170360,Pigs,2009,- -
47383,118170360,Sheep,1989,- -
47384,118170360,Sheep,1999,- -
47385,118170360,Sheep,2009,- -
47386,118170360,Goats,1989,- -
47387,118170360,Goats,1999,- -
47388,118170360,Goats,2009,- -
47389,118170360,Equidae,1989,- -
47390,118170360,Equidae,1999,- -
47391,118170360,Equidae,2009,- -
47392,118170360,Poultry,1989,- -
47393,118170360,Poultry,1999,- -
47394,118170360,Poultry,2009,- -
47395,118170360,Rabbits,1989,- -
47396,118170360,Rabbits,1999,- -
47397,118170360,Rabbits,2009,- -
47398,118170361,Cattle,1989,- -
47399,118170361,Cattle,1999,- -
47400,118170361,Cattle,2009,- -
47401,118170361,Pigs,1989,- -
47402,118170361,Pigs,1999,- -
47403,118170361,Pigs,2009,- -
47404,118170361,Sheep,1989,- -
47405,118170361,Sheep,1999,- -
47406,118170361,Sheep,2009,- -
47407,118170361,Goats,1989,- -
47408,118170361,Goats,1999,- -
47409,118170361,Goats,2009,- -
47410,118170361,Equidae,1989,- -
47411,118170361,Equidae,1999,- -
47412,118170361,Equidae,2009,- -
47413,118170361,Poultry,1989,- -
47414,118170361,Poultry,1999,- -
47415,118170361,Poultry,2009,- -
47416,118170361,Rabbits,1989,- -
47417,118170361,Rabbits,1999,- -
47418,118170361,Rabbits,2009,- -
47419,1180405,Cattle,1989,3739
47420,1180405,Cattle,1999,2659
47421,1180405,Cattle,2009,3235
47422,1180405,Pigs,1989,2481
47423,1180405,Pigs,1999,2341
47424,1180405,Pigs,2009,914
47425,1180405,Sheep,1989,20774
47426,1180405,Sheep,1999,26036
47427,1180405,Sheep,2009,21073
47428,1180405,Goats,1989,6902
47429,1180405,Goats,1999,4548
47430,1180405,Goats,2009,4513
47431,1180405,Equidae,1989,3176
47432,1180405,Equidae,1999,1920
47433,1180405,Equidae,2009,842
47434,1180405,Poultry,1989,31401
47435,1180405,Poultry,1999,21602
47436,1180405,Poultry,2009,23210
47437,1180405,Rabbits,1989,1456
47438,1180405,Rabbits,1999,5320
47439,1180405,Rabbits,2009,21247
47440,118040501,Cattle,1989,231
47441,118040501,Cattle,1999,166
47442,118040501,Cattle,2009,120
47443,118040501,Pigs,1989,134
47444,118040501,Pigs,1999,140
47445,118040501,Pigs,2009,95
47446,118040501,Sheep,1989,485
47447,118040501,Sheep,1999,800
47448,118040501,Sheep,2009,786
47449,118040501,Goats,1989,128
47450,118040501,Goats,1999,- -
47451,118040501,Goats,2009,22
47452,118040501,Equidae,1989,147
47453,118040501,Equidae,1999,94
47454,118040501,Equidae,2009,51
47455,118040501,Poultry,1989,1255
47456,118040501,Poultry,1999,1224
47457,118040501,Poultry,2009,1091
47458,118040501,Rabbits,1989,127
47459,118040501,Rabbits,1999,382
47460,118040501,Rabbits,2009,13249
47461,118040502,Cattle,1989,104
47462,118040502,Cattle,1999,25
47463,118040502,Cattle,2009,46
47464,118040502,Pigs,1989,104
47465,118040502,Pigs,1999,56
47466,118040502,Pigs,2009,26
47467,118040502,Sheep,1989,605
47468,118040502,Sheep,1999,1061
47469,118040502,Sheep,2009,1594
47470,118040502,Goats,1989,688
47471,118040502,Goats,1999,- -
47472,118040502,Goats,2009,162
47473,118040502,Equidae,1989,125
47474,118040502,Equidae,1999,78
47475,118040502,Equidae,2009,40
47476,118040502,Poultry,1989,1116
47477,118040502,Poultry,1999,603
47478,118040502,Poultry,2009,709
47479,118040502,Rabbits,1989,17
47480,118040502,Rabbits,1999,117
47481,118040502,Rabbits,2009,152
47482,118040503,Cattle,1989,34
47483,118040503,Cattle,1999,35
47484,118040503,Cattle,2009,- -
47485,118040503,Pigs,1989,77
47486,118040503,Pigs,1999,70
47487,118040503,Pigs,2009,13
47488,118040503,Sheep,1989,271
47489,118040503,Sheep,1999,368
47490,118040503,Sheep,2009,27
47491,118040503,Goats,1989,- -
47492,118040503,Goats,1999,- -
47493,118040503,Goats,2009,- -
47494,118040503,Equidae,1989,71
47495,118040503,Equidae,1999,62
47496,118040503,Equidae,2009,28
47497,118040503,Poultry,1989,735
47498,118040503,Poultry,1999,964
47499,118040503,Poultry,2009,475
47500,118040503,Rabbits,1989,29
47501,118040503,Rabbits,1999,101
47502,118040503,Rabbits,2009,77
47503,118040504,Cattle,1989,258
47504,118040504,Cattle,1999,197
47505,118040504,Cattle,2009,262
47506,118040504,Pigs,1989,43
47507,118040504,Pigs,1999,29
47508,118040504,Pigs,2009,- -
47509,118040504,Sheep,1989,400
47510,118040504,Sheep,1999,288
47511,118040504,Sheep,2009,504
47512,118040504,Goats,1989,- -
47513,118040504,Goats,1999,- -
47514,118040504,Goats,2009,- -
47515,118040504,Equidae,1989,49
47516,118040504,Equidae,1999,36
47517,118040504,Equidae,2009,11
47518,118040504,Poultry,1989,701
47519,118040504,Poultry,1999,586
47520,118040504,Poultry,2009,217
47521,118040504,Rabbits,1989,20
47522,118040504,Rabbits,1999,70
47523,118040504,Rabbits,2009,16
47524,118040505,Cattle,1989,37
47525,118040505,Cattle,1999,126
47526,118040505,Cattle,2009,64
47527,118040505,Pigs,1989,57
47528,118040505,Pigs,1999,21
47529,118040505,Pigs,2009,1
47530,118040505,Sheep,1989,- -
47531,118040505,Sheep,1999,483
47532,118040505,Sheep,2009,404
47533,118040505,Goats,1989,38
47534,118040505,Goats,1999,- -
47535,118040505,Goats,2009,54
47536,118040505,Equidae,1989,88
47537,118040505,Equidae,1999,61
47538,118040505,Equidae,2009,25
47539,118040505,Poultry,1989,834
47540,118040505,Poultry,1999,531
47541,118040505,Poultry,2009,224
47542,118040505,Rabbits,1989,49
47543,118040505,Rabbits,1999,260
47544,118040505,Rabbits,2009,182
47545,118040506,Cattle,1989,- -
47546,118040506,Cattle,1999,- -
47547,118040506,Cattle,2009,- -
47548,118040506,Pigs,1989,21
47549,118040506,Pigs,1999,- -
47550,118040506,Pigs,2009,2
47551,118040506,Sheep,1989,- -
47552,118040506,Sheep,1999,- -
47553,118040506,Sheep,2009,111
47554,118040506,Goats,1989,- -
47555,118040506,Goats,1999,- -
47556,118040506,Goats,2009,107
47557,118040506,Equidae,1989,25
47558,118040506,Equidae,1999,13
47559,118040506,Equidae,2009,8
47560,118040506,Poultry,1989,200
47561,118040506,Poultry,1999,81
47562,118040506,Poultry,2009,57
47563,118040506,Rabbits,1989,- -
47564,118040506,Rabbits,1999,23
47565,118040506,Rabbits,2009,14
47566,118040507,Cattle,1989,62
47567,118040507,Cattle,1999,45
47568,118040507,Cattle,2009,49
47569,118040507,Pigs,1989,85
47570,118040507,Pigs,1999,27
47571,118040507,Pigs,2009,7
47572,118040507,Sheep,1989,887
47573,118040507,Sheep,1999,1077
47574,118040507,Sheep,2009,712
47575,118040507,Goats,1989,- -
47576,118040507,Goats,1999,- -
47577,118040507,Goats,2009,4
47578,118040507,Equidae,1989,52
47579,118040507,Equidae,1999,27
47580,118040507,Equidae,2009,16
47581,118040507,Poultry,1989,452
47582,118040507,Poultry,1999,498
47583,118040507,Poultry,2009,134
47584,118040507,Rabbits,1989,28
47585,118040507,Rabbits,1999,157
47586,118040507,Rabbits,2009,36
47587,118040508,Cattle,1989,120
47588,118040508,Cattle,1999,97
47589,118040508,Cattle,2009,42
47590,118040508,Pigs,1989,81
47591,118040508,Pigs,1999,51
47592,118040508,Pigs,2009,18
47593,118040508,Sheep,1989,696
47594,118040508,Sheep,1999,551
47595,118040508,Sheep,2009,572
47596,118040508,Goats,1989,- -
47597,118040508,Goats,1999,- -
47598,118040508,Goats,2009,27
47599,118040508,Equidae,1989,125
47600,118040508,Equidae,1999,78
47601,118040508,Equidae,2009,26
47602,118040508,Poultry,1989,948
47603,118040508,Poultry,1999,436
47604,118040508,Poultry,2009,899
47605,118040508,Rabbits,1989,31
47606,118040508,Rabbits,1999,541
47607,118040508,Rabbits,2009,217
47608,118040509,Cattle,1989,56
47609,118040509,Cattle,1999,37
47610,118040509,Cattle,2009,9
47611,118040509,Pigs,1989,71
47612,118040509,Pigs,1999,30
47613,118040509,Pigs,2009,9
47614,118040509,Sheep,1989,874
47615,118040509,Sheep,1999,1041
47616,118040509,Sheep,2009,210
47617,118040509,Goats,1989,502
47618,118040509,Goats,1999,289
47619,118040509,Goats,2009,224
47620,118040509,Equidae,1989,86
47621,118040509,Equidae,1999,47
47622,118040509,Equidae,2009,13
47623,118040509,Poultry,1989,817
47624,118040509,Poultry,1999,375
47625,118040509,Poultry,2009,94
47626,118040509,Rabbits,1989,53
47627,118040509,Rabbits,1999,225
47628,118040509,Rabbits,2009,14
47629,118040510,Cattle,1989,52
47630,118040510,Cattle,1999,35
47631,118040510,Cattle,2009,30
47632,118040510,Pigs,1989,56
47633,118040510,Pigs,1999,22
47634,118040510,Pigs,2009,168
47635,118040510,Sheep,1989,1012
47636,118040510,Sheep,1999,912
47637,118040510,Sheep,2009,1399
47638,118040510,Goats,1989,404
47639,118040510,Goats,1999,154
47640,118040510,Goats,2009,250
47641,118040510,Equidae,1989,145
47642,118040510,Equidae,1999,64
47643,118040510,Equidae,2009,29
47644,118040510,Poultry,1989,1942
47645,118040510,Poultry,1999,512
47646,118040510,Poultry,2009,539
47647,118040510,Rabbits,1989,17
47648,118040510,Rabbits,1999,188
47649,118040510,Rabbits,2009,101
47650,118040511,Cattle,1989,58
47651,118040511,Cattle,1999,101
47652,118040511,Cattle,2009,121
47653,118040511,Pigs,1989,68
47654,118040511,Pigs,1999,29
47655,118040511,Pigs,2009,11
47656,118040511,Sheep,1989,263
47657,118040511,Sheep,1999,219
47658,118040511,Sheep,2009,185
47659,118040511,Goats,1989,- -
47660,118040511,Goats,1999,- -
47661,118040511,Goats,2009,4
47662,118040511,Equidae,1989,71
47663,118040511,Equidae,1999,41
47664,118040511,Equidae,2009,17
47665,118040511,Poultry,1989,288
47666,118040511,Poultry,1999,793
47667,118040511,Poultry,2009,1348
47668,118040511,Rabbits,1989,73
47669,118040511,Rabbits,1999,54
47670,118040511,Rabbits,2009,122
47671,118040512,Cattle,1989,123
47672,118040512,Cattle,1999,61
47673,118040512,Cattle,2009,79
47674,118040512,Pigs,1989,41
47675,118040512,Pigs,1999,39
47676,118040512,Pigs,2009,10
47677,118040512,Sheep,1989,- -
47678,118040512,Sheep,1999,474
47679,118040512,Sheep,2009,365
47680,118040512,Goats,1989,- -
47681,118040512,Goats,1999,- -
47682,118040512,Goats,2009,- -
47683,118040512,Equidae,1989,42
47684,118040512,Equidae,1999,23
47685,118040512,Equidae,2009,6
47686,118040512,Poultry,1989,469
47687,118040512,Poultry,1999,153
47688,118040512,Poultry,2009,198
47689,118040512,Rabbits,1989,- -
47690,118040512,Rabbits,1999,- -
47691,118040512,Rabbits,2009,19
47692,118040513,Cattle,1989,93
47693,118040513,Cattle,1999,44
47694,118040513,Cattle,2009,44
47695,118040513,Pigs,1989,53
47696,118040513,Pigs,1999,43
47697,118040513,Pigs,2009,11
47698,118040513,Sheep,1989,987
47699,118040513,Sheep,1999,428
47700,118040513,Sheep,2009,424
47701,118040513,Goats,1989,579
47702,118040513,Goats,1999,- -
47703,118040513,Goats,2009,29
47704,118040513,Equidae,1989,41
47705,118040513,Equidae,1999,31
47706,118040513,Equidae,2009,21
47707,118040513,Poultry,1989,523
47708,118040513,Poultry,1999,282
47709,118040513,Poultry,2009,245
47710,118040513,Rabbits,1989,49
47711,118040513,Rabbits,1999,23
47712,118040513,Rabbits,2009,24
47713,118040514,Cattle,1989,53
47714,118040514,Cattle,1999,11
47715,118040514,Cattle,2009,48
47716,118040514,Pigs,1989,86
47717,118040514,Pigs,1999,55
47718,118040514,Pigs,2009,24
47719,118040514,Sheep,1989,- -
47720,118040514,Sheep,1999,278
47721,118040514,Sheep,2009,230
47722,118040514,Goats,1989,- -
47723,118040514,Goats,1999,- -
47724,118040514,Goats,2009,17
47725,118040514,Equidae,1989,91
47726,118040514,Equidae,1999,52
47727,118040514,Equidae,2009,28
47728,118040514,Poultry,1989,436
47729,118040514,Poultry,1999,142
47730,118040514,Poultry,2009,335
47731,118040514,Rabbits,1989,38
47732,118040514,Rabbits,1999,- -
47733,118040514,Rabbits,2009,76
47734,118040515,Cattle,1989,55
47735,118040515,Cattle,1999,94
47736,118040515,Cattle,2009,90
47737,118040515,Pigs,1989,26
47738,118040515,Pigs,1999,50
47739,118040515,Pigs,2009,19
47740,118040515,Sheep,1989,360
47741,118040515,Sheep,1999,915
47742,118040515,Sheep,2009,408
47743,118040515,Goats,1989,- -
47744,118040515,Goats,1999,- -
47745,118040515,Goats,2009,- -
47746,118040515,Equidae,1989,31
47747,118040515,Equidae,1999,32
47748,118040515,Equidae,2009,12
47749,118040515,Poultry,1989,232
47750,118040515,Poultry,1999,532
