Catalog Number;Collectors;Collector Number;Start Date;Start Date Precision;Pais;Provincia;Distrito ou Municipio;Locality Name;Latitude1;Longitude1;Collection;Determiner;Kingdom;phylum;class;order;family;genus;Full Name;Species Author;subspecies Author;variety Author
LISC036298;F.A.Mendonca;222 - A;13/09/1942;1;Mozambique;Sofala;Gorongosa;Inhaminga, a 43 milhas no caminho para Amatongas, pela Gorongosa;-18,558474;34,554064;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036299;F.A.Mendonca;2769;06/11/1944;1;Mozambique;Gaza;Chókwè;Guijá, Caniçado;-24,523661;33,004302;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036300;F.A.Mendonca;2769;06/11/1944;1;Mozambique;Gaza;Chókwè;Guijá, Caniçado;-24,523661;33,004302;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036302;F.A.Mendonca;1972;02/09/1944;1;Mozambique;Inhambane;Mabote;Vilanculos, de Mabote ao Funhalouro, a 16 km de Mabote (km 47445).;-22,162039;34,124706;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036303;F.A.Mendonca;1972;02/09/1944;1;Mozambique;Inhambane;Mabote;Vilanculos, de Mabote ao Funhalouro, a 16 km de Mabote (km 47445).;-22,162039;34,124706;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036304;F.A.Mendonca;1973;02/09/1944;1;Mozambique;Inhambane;Mabote;Vilanculos, de Mabote ao Funhalouro, a 16 km de Mabote (km 47445).;-22,162039;34,124706;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036305;F.A.Mendonca;4322;18/05/1948;1;Mozambique;Tete;Mutarara;Mutarara, km 148 do Caminho de Ferro de Tete;-16,485128;34,473952;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036306;A.R.Torre;2818;06/06/1941;1;Mozambique;Manica;Guro;Báruè, arredores de Mungári;-17,1680555;33,5538883;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036307;A.R.Torre;2818;06/06/1941;1;Mozambique;Manica;Guro;Báruè, arredores de Mungári;-17,1680555;33,5538883;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036308;F.A.Mendonca;s/n;10/1944;2;Mozambique;Tete;Mutarara;Mutarara;-17,4399996;35,0738907;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036309;F.A.Mendonca;s.n.;10/1944;2;Mozambique;Tete;Mutarara;Mutarara;-17,4399996;35,0738907;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036310;F.A.Mendonca;759;11/10/1942;1;Mozambique;Niassa;Lago;Lago, Metangula, próximo do Lago Niassa;-12,658778;34,805251;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036311;F.A.Mendonca;759;11/10/1942;1;Mozambique;Niassa;Lago;Lago, Metangula, próximo do Lago Niassa;-12,658778;34,805251;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036312;F.A.Mendonca;1080;27/10/1942;1;Mozambique;C.Delgado;Cidade de Pemba;Porto Amélia, no caminho para a missão de S. Paulo de Mahate;13,01262;40,531991;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036313;F.A.Mendonca;1080;27/10/1942;1;Mozambique;C.Delgado;Cidade de Pemba;Porto Amélia, no caminho para a missão de S. Paulo de Mahate;13,01262;40,531991;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036314;F.A.Mendonca;1838;23/08/1944;1;Mozambique;Província de Maputo;Namaacha;Goba, próximo da Estação do C. Ferro;-26,196958;32,144414;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036315;F.A.Mendonca;3108;28/11/1944;1;Mozambique;Província de Maputo;Moamba;Sábiè, a 5 km do Posto do Sábiè;-25,319722;32,255278;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036316;F.A.Mendonca;3108;28/11/1944;1;Mozambique;Província de Maputo;Moamba;Sábiè, a 5 km do Posto do Sábiè;-25,319722;32,255278;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036317;F.A.Mendonca;3146;29/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, de Moíne para Uanetze;-24,742077;32,497246;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036318;F.A.Mendonca;3146;29/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, de Moíne para Uanetze;-24,742077;32,497246;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036319;A.R.Torre;1900;26/10/1940;1;Mozambique;Província de Maputo;Matutuíne;De Catuane para a Lagôa;-26,790126;32,315793;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036320;A.R.Torre;1990;15/11/1940;1;Mozambique;Província de Maputo;Namaacha;Goba, encosta do monte da Estação do C.F.;-26,2161112;32,1375008;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua angolensis;DC.;;
LISC036321;F.A.Mendonca;470;27/09/1942;1;Mozambique;Tete;Changara;Entre Chiôco e Tete, a 40 km. de Chiôco, pela estrada.;-16,443316;33,169472;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Courbonia glauca;(Klotzsch) Gilg & Gilg-Ben.;;
LISC036322;A.R.Torre ;2847;13/06/1941;1;Mozambique;Tete;Changara;Boroma, arredores da Missão;-16,0500002;33,4333324;Herbário;F.A.Mendonça;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Courbonia glauca;(Klotzsch) Gilg & Gilg-Ben.;;
LISC036323;A.R.Torre;2847;13/06/1941;1;Mozambique;Tete;Changara;Boroma, arredores da Missão;-16,0500002;33,4333324;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Courbonia glauca;(Klotzsch) Gilg & Gilg-Ben.;;
LISC036324; F.A.Mendonca;1065;23/10/1942;1;Mozambique;C.Delgado;Quissanga;Entre Quissanga e Porto Amélia;-12,540347;40,41785;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Courbonia glauca;(Klotzsch) Gilg & Gilg-Ben.;;
LISC036325;F.A.Mendonca;2726;03/11/1944;1;Mozambique;Gaza;Chicualacuala;Alto de Limpopo, Mapai;-22,8430548;31,9630556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Courbonia glauca;(Klotzsch) Gilg & Gilg-Ben.;;
LISC036326;A.R.Torre;6553;03/05/1944;1;Mozambique;Província de Maputo;Magude;Entre Sábiè e Magude;-25,171367;32,451657;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Courbonia glauca;(Klotzsch) Gilg & Gilg-Ben.;;
LISC036327;F.A.Mendonca;2730;03/11/1944;1;Mozambique;Gaza;Chicualacuala;Alto Limpopo, Mapai;-22,8430548;31,9630556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua flagellaris subsp. crustata;(Oliv.) Gilg & Gilg-Ben.;Wild;
LISC036328;F.A.Mendonca;2730;03/11/1944;1;Mozambique;Gaza;Chicualacuala;Alto Limpopo, Mapai;-22,8430548;31,9630556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua flagellaris subsp. crustata;(Oliv.) Gilg & Gilg-Ben.;Wild;
LISC036329;F.A.Mendonca;1807;23/08/1944;1;Mozambique;Província de Maputo;;Sabié, sob a ponte da Ribeira de Movene;-26,012772;32,294796;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua flagellaris subsp. crustata;(Oliv.) Gilg & Gilg-Ben.;Wild;
LISC036330;F.A.Mendonca;1807;23/08/1944;1;Mozambique;Província de Maputo;;Sabié, sob a ponte da Ribeira de Movene;-26,012772;32,294796;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua flagellaris subsp. crustata;(Oliv.) Gilg & Gilg-Ben.;Wild;
LISC036331;A.R.Torre;1923;26/10/1940;1;Mozambique;Província de Maputo;Matutuíne;Maputo, Catuane;-26,836389;32,284444;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua flagellaris subsp. crustata;(Oliv.) Gilg & Gilg-Ben.;Wild;
LISC036332;F.A.Mendonca ;892;17/10/1942;1;Mozambique;C.Delgado;Montepuez;Montepuez;-13,1255555;38,9997234;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036333;F.A.Mendonça;892;17/10/1942;1;Mozambique;C.Delgado;Montepuez;Montepuez;-13,1255555;38,9997234;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036334;F.A.Mendonça;1126;30/10/1942;1;Mozambique;Nampula;Eráti;Namapa, de Namapa para Nacaroa, a 7 km de Namapa.;-13,780496;39,83284;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036335;F.A.Mendonça;1126;30/10/1942;1;Mozambique;Nampula;Eráti;Namapa, de Namapa para Nacaroa, a 7 km de Namapa.;-13,780496;39,83284;Herbário;R.A.Graham;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036336;A.R.Torre;881;02/10/1936;1;Mozambique;Nampula;Monapo;De Namiálo à estação de Monapo ;-14,918303;40,138861;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036337;A.R.Torre;5766;18/08/1943;1;Mozambique;Tete;Changara;Região de Changara;-16,840912;33,098925;Herbário;R.A.Graham;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036338;A.R.Torre;5766;18/08/1943;1;Mozambique;Tete;Changara;Região de Changara;-16,840912;33,098925;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036339;A.R.Torre;3714;30/10/1941;1;Mozambique;Manica;Guro;Entre Tete e Mungàri;-16,661151;33,568712;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036340;A.R.Torre;3714;30/10/1941;1;Mozambique;Manica;Guro;Entre Tete e Mungàri;-16,661151;33,568712;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036341;F.A.Mendonça;408;25/09/1942;1;Mozambique;Tete;Marávia;Marávia, Chicoa, margem esquerda do rio Zambeze.;-15,577018;32,327128;Herbário;R.A.Graham;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036342;F.A.Mendonça;408;25/09/1942;1;Mozambique;Tete;Marávia;Marávia, Chicoa, margem esquerda do rio Zambeze.;-15,577018;32,327128;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua juncea subsp. juncea;Pax;;
LISC036343;F.A.Mendonça;1;16/08/1942;1;Mozambique;Província de Maputo;Cidade de Maputo;Lço. Marques, Polana;-25,950671;32,601627;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua nervosa;(Hochst.) Oliv.;;
LISC036344;F.A.Mendonça;1;16/08/1942;1;Mozambique;Província de Maputo;Cidade de Maputo;Lço. Marques, Polana;-25,950671;32,601627;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua nervosa;(Hochst.) Oliv.;;
LISC036345;F.A.Mendonça;J.;12/1942;2;Mozambique;Província de Maputo;Cidade de Maputo;Lço. Marques, Costa do Sol;-25,9130087;32,6333547;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua nervosa;(Hochst.) Oliv.;;
LISC036346;F.A.Mendonça;429;25/09/1942;1;Mozambique;Tete;Cahora-Bassa;Chicôa, Chiôco, próximo deste local;-16,32357;32,689491;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036347;F.A.Mendonça;429;25/09/1942;1;Mozambique;Tete;Cahora-Bassa;Chicôa, Chiôco, próximo deste local;-16,32357;32,689491;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036348;F.A.Mendonça;199;12/09/1942;1;Mozambique;Sofala;Marromeu;De Inhaminga para Chupanga, prox. da Missão de Chupanga, vale do Zambeze.;-18,0333338;35,6000023;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036349;F.A.Mendonça;2728;03/11/1944;1;Mozambique;Gaza;Chicualacuala;Alto Limpopo, Mapai;-22,8430548;31,9630556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036350;F.A.Mendonça;2728;03/11/1944;1;Mozambique;Gaza;Chicualacuala;Alto Limpopo, Mapai;-22,8430548;31,9630556;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036351;F.A.Mendonça;3063;23/11/1944;1;Mozambique;Província de Maputo;Namaacha;Goba;-26,1997213;32,1516864;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036352; F.A.Mendonça;3063;23/11/1944;1;Mozambique;Província de Maputo;Namaacha;Goba;-26,1997213;32,1516864;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036353;F.A.Mendonça;3131;29/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, Mavabaze;-24,955294;32,589666;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036354;F.A.Mendonça;3131;29/11/1944;1;Mozambique;Província de Maputo;Magude;Magude, Mavabaze;-24,955294;32,589666;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036355;A.R.Torre;1842;23/10/1940;1;Mozambique;Província de Maputo;Boane;De Umbeluzi a Goba;-26,111891;32,266937;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036356;A.R.Torre;1842;23/10/1940;1;Mozambique;Província de Maputo;Boane;De Umbeluzi a Goba;-26,111891;32,266937;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036357;A.R.Torre;1967;14/11/1940;1;Mozambique;Província de Maputo;;De Moamba a Goba;-25,897883;32,190881;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036358;A.R.Torre;1992;15/11/1940;1;Mozambique;Província de Maputo;Namaacha;Goba, encosta da Estação de C. F.;-26,2161112;32,1375008;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua parvifolia;Pax;;
LISC036359;A.R.Torre;6486;21/04/1944;1;Mozambique;Província de Maputo;Namaacha;Montes de Goba e de Boane;-26,2161112;32,1375008;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua rosmarinoides;(Sond.) Gilg & Gilg-Ben.;;
LISC036360;A.R.Torre;6486;21/04/1944;1;Mozambique;Província de Maputo;Namaacha;Montes de Goba e de Boane;-26,2161112;32,1375008;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua rosmarinoides;(Sond.) Gilg & Gilg-Ben.;;
LISC036361;A.R.Torre;6663;30/06/1944;1;Mozambique;Província de Maputo;Namaacha;Entre Boane e Namaacha;-26,011758;32,173727;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua rosmarinoides;(Sond.) Gilg & Gilg-Ben.;;
LISC036362;A.R.Torre;6663;30/06/1944;1;Mozambique;Província de Maputo;Namaacha;Entre Boane e Namaacha;-26,011758;32,173727;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua rosmarinoides;(Sond.) Gilg & Gilg-Ben.;;
LISC036363;A.R.Torre;6933;22/12/1944;1;Mozambique;Província de Maputo;Namaacha;Namaacha, próximo da Cascata.;-25,9564064;32,0356825;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua rosmarinoides;(Sond.) Gilg & Gilg-Ben.;;
LISC036364;A.R.Torre;6781;16/07/1944;1;Mozambique;Gaza;Chibuto;Arredores de Chibuto;-24,6866655;33,5305557;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua scandens;(Klotzsch) Gilg;;
LISC036365;A.R.Torre;6781;16/07/1944;1;Mozambique;Gaza;Chibuto;Arredores de Chibuto;-24,6866655;33,5305557;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua scandens;(Klotzsch) Gilg;;
LISC036366;A.R.Torre;4758;06/11/1942;1;Mozambique;Nampula;Ribaué;De Ribáuè a Alto Molócuè;-15,116908;38,162451;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua schliebenii;Gilg-Ben.;;
LISC036367;A.R.Torre;4758;06/11/1942;1;Mozambique;Nampula;Ribaué;De Ribáuè a Alto Molócuè;-15,116908;38,162451;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua schliebenii;Gilg-Ben.;;
LISC036368;A.R.Torre;1085;21/11/1936;1;Mozambique;Nampula;;Nampula, entre Nampula e Mecuburi;-14,888957;39,076932;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua schliebenii;Gilg-Ben.;;
LISC036369;A.R.Torre;6035;15/10/1943;1;Mozambique;Tete;;Angónia, Vila Mousinho;-14,7666659;34,3833332;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua pubescens;(Klotzsch) Gilg;;
LISC036370;A.R.Torre;6035;15/10/1943;1;Mozambique;Tete;;Angónia, Vila Mousinho;-14,7666659;34,3833332;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua pubescens;(Klotzsch) Gilg;;
LISC036371;F.A.Mendonça;4277;17/06/1948;1;Mozambique;Tete;Mutarara;Mutarara, km 148 do Caminho de Ferro de Tete;-16,485128;34,473952;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua pubescens;(Klotzsch) Gilg;;
LISC036372;A.R.Torre;1301;04/04/1937;1;Mozambique;Nampula;Cidade de Nampula;Nampula, Nampula;-15,1197219;39,2647209;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua pubescens;(Klotzsch) Gilg;;
LISC036373;F.A.Mendonça;1908;31/08/1944;1;Mozambique;Inhambane;Vilankulo;Vilanculos;-22,000001;35,316667;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua pubescens;(Klotzsch) Gilg;;
LISC036374;A.R.Torre;3640;13/10/1941;1;Mozambique;Zambezia;Chinde;Chinde;-18,5760537;36,4532166;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua pubescens;(Klotzsch) Gilg;;
LISC036375;A.R.Torre;3640;13/10/1941;1;Mozambique;Zambezia;Chinde;Chinde;-18,5760537;36,4532166;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Maerua;Maerua pubescens;(Klotzsch) Gilg;;
LISC036376;F.A.Mendonça;971;19/10/1942;1;Mozambique;C.Delgado;Nangade;Tungue, na baixa do Posto de Nangade;-11,0772228;39,6744442;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Ritchiea;Maerua pygmaea;Gilg;;
LISC036377;F.A.Mendonça;930;17/10/1942;1;Mozambique;C.Delgado;Cidade de Montepuez;Montepuez, no caminho para Namuno;-13,265604;38,972419;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Ritchiea;Maerua pygmaea;Gilg;;
LISC036378;F.A.Mendonça;439;26/09/1942;1;Mozambique;Tete;Changara;Tete, Chiôco, imediações do Rio Luia;-16,416667;32,8247242;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036379;F.A.Mendonça;2341-A;04/10/1944;1;Mozambique;Tete;Mutarara;Mutarara;-17,4399996;35,0738907;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036380;F.A.Mendonça;4135;08/05/1948;1;Mozambique;Tete;Moatize;Arredores de Moatize;-16,122567;33,753391;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036381;F.A.Mendonça;1068;25/10/1942;1;Mozambique;C.Delgado;Cidade de Pemba;Porto Amélia, na praia de banhos, proximo do rochedo marinho;12,9669421;40,5076305;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036382;F.A.Mendonça;1073;25/10/1942;1;Mozambique;C.Delgado;Cidade de Pemba;Porto Amélia, na praia de banhos;12,9669421;40,5076305;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036383;A.R.Torre;5762;18/08/1943;1;Mozambique;Tete;Changara;Changara;-16,8363886;33,2738876;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036384;A.R.Torre;885;03/10/1936;1;Mozambique;Nampula;;Mossuril, Lumbo;-15,0105553;40,6643032;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036385;F.A.Mendonça ;2044;12/09/1944;1;Mozambique;Zambezia;Mopeia;Mopeia, de Mopeia para Nicuadala;-17,90631;35,806326;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036386; A.R. Torre;6600;08/05/1944;1;Mozambique;Gaza;;Guijá, de Papai a Mapai;-23,276769;32,238994;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036387;F.A.Mendonça;1952;02/09/1944;1;Mozambique;Inhambane;Mabote;Govuro, entre Mabote e Zimane, ao 47373 km.;-22,174927;33,985966;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036388;F.A.Mendonça;1952;02/09/1944;1;Mozambique;Inhambane;Mabote;Govuro, entre Mabote e Zimane, ao 47373 km.;-22,174927;33,985966;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036389;A.R.Torre;2698;19/05/1941;1;Mozambique;Inhambane;Funhalouro;Massinga, entre Funhalouro e Saúte;-22,690632;33,674173;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036390;F.A.Mendonça;1527;01/12/1942;1;Mozambique;Província de Maputo;Moamba;Sábiè, plantação de Moamba;-25,5961103;32,2433357;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036391;F.A.Mendonça ;1527;01/12/1942;1;Mozambique;Província de Maputo;Moamba;Sábiè, plantação de Moamba;-25,5961103;32,2433357;Herbário;;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036392;F.A.Mendonça;3506;22/11/1947;1;Mozambique;Província de Maputo;Matutuíne;Maputo, entre Bela Vista e Porto Henrique;-26,321348;32,511251;Herbário;H.Wild;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
LISC036393;A.R.Torre;1917;20/10/1940;1;Mozambique;Província de Maputo;Matutuíne;Maputo, Catuane;-26,836389;32,284444;Herbário;M.L.Gonçalves;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Capparaceae;Thilachium;Thylachium africanum;Lour.;;
